CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,TIPO DE FONDO DE PENSION,PROMOTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
CYPF2353,2138002QLQT23ZVB8J25,"HPC PROVIDENT FUND",,"PO BOX 22441,  1521  Nicosia, 1521, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
CYPF3263,549300ZDUXE251Y84W95,"LIFEGOALS MULTI EMPLOYER PROVIDENT FUND",,"12 Demosthenis Severis Avenue, 1307, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
CYPF3454,,"MAISONS HOLISTIC WEALTH",,"Drosini 4, Aglantzia,   2123 Leykosia, 2123, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
CYPF3130,213800B89IWH9EKZ1C24,"MOODYS CYPRUS PROVIDENT FUND",,"1, SIAFI, OFFICE 103, PORTO BELLO, 3042, Limassol",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
CYPF3194,,"MOORE STEPHENS EMPLOYEES PROVIDENT FUND",,"PO BOX 57528,  3316  Limassol, 3316, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
CYPF3016,254900HRWH8U1FV7D181,"MULTI-EMPLOYER AON PROVIDENT FUND ('MAP FUND')",,"Atho 13, 1087 Leykosia, 1087, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
CYPF3059,,"NEO TAMEIO PRONOIAS PROSOPIKOY TIS ETAIREIAS KYKON LTD",,"PO BOX 12774,  2252  Nicosia, 2252, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
CYPF3052,,"NEO TAMEIO PRONOIAS PROSOPIKOY TIS ETAIREIAS SAVVIDES AUDIT LIMITED",,"PO BOX 54447,  3724  Limassol, 3724, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
CYPF3285,,"NEO TAMEIO PRONOIAS PROSOPIKOY TIS ETHNIKIS ASFALISTIKIS (KYPROY) LTD KAI TIS ETHNIKIS GENIKON ASFALEION (KYPROY) LTD",,"PO BOX 16272,  2087  Nicosia, 2087, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
CYPF3361,,"NEO TAMEIO PRONOIAS PROSOPIKOY TIS KYPRIAKIS ETAIREIAS APOTHIKEYSIS PETRELAIOEIDON LTD",,"PO BOX 40275,  6302  Larnaca, 6302, LARNACA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
CYPF3106,,"NEO TAMEIO PRONOIAS TON YPALLILON TIS ETAIREIAS ARETAIEION IATRIKON KENTRON LIMITED & ALLON",,"Andrea Avraamidi 55-57, Strovolos,  2024 Nicosia, 2024, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
CYPF3207,,"NEO TAMEIO PRONOIAS YPALLILON SYGKROTIMATOS FILOKTIMATIKIS DIMOSIAS LTD",,"PO BOX 27785,  2433  Nicosia, 2433, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
CYPF3367,254900W146FC3EXRS532,"ONELIFE PARTNERS PROVIDENT FUND",,"PO BOX 25207,  1307  Nicosia, 1307, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
CYX657,,"OOIMSEK-SEK PANCYPR. TAM. EPID. ASTHENIA",,"11 Strovolou Avenue, 2018, Strovolos",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
CYPF22,,"ORGANISMOS TAMEIOY PRONOIAS EMMISTHON YPALLILON ETKO",,"PO BOX 50261,  3602  Limassol, 3602, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
CYPF3015,,"PAGKYPRIO TAMEIO PRONOIAS ERGAZOMENON STA LIMANIA TIS KYPROY",,"PO BOX 50529,  3606  Limassol, 3606, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
CYPF3017,2138002PTYZ9LA2IIS09,"PAGKYPRIO TAMEIO PRONOIAS MELON TIS P E O",,"29 ARCHERMOU1045 LEFKOSIANICOSIA, 1045, LEFKOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
CYF3257,,"PENSIONS AND GRANTS FUND OF THE PERSONNEL OF CYPRU",,"TELECOMMUNICATIONS STREET, 1, 2014, STROVOLOS NICOSIA",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
CYPF2863,,"POLARIS PENSIONS",,"PO BOX 24863,  1304  Nicosia, 1304, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
CYPF3416,,"PPI PROVIDENT FUND",,"28 Sofouli, 1096, Nicosia",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
CYPF2111,213800P2QKBATPVHM298,"PROVIDENT FUND FOR THE BENEFIT OF THE PERSONNEL OF ACNIELSEN CYPRUS AND ACNIELSEN AMER",,"3 VERGINAS STREET  AREA 1 FIRST FLOOR ANNEX 3 MALL OF, 2025, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
CYPF2978,,"Provident Fund for the Benefit of the Personnel of Edrington Middle East & Africa",,"Megaloy Alexandroy 4, Aglantzia,  2121 Nicosia, 2121, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
CYPF2527,213800JV7GKDC5MVGG58,"PROVIDENT FUND FOR THE BENEFITS OF THE PERSONNEL OF MSD CYPRUS LTD",,"2A CHILONOS & IOANNINON STREET, 1523, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
CYPFZ002428,,"PROVIDENT FUND FOR THE EMPL.OF TOOL",,"27 KalamonINDUSTRIAL AREA2032 Strovolos, 2032, Strovolos",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
CYPF2018,,"PROVIDENT FUND FOR THE EMPLOYEES OF FOLEY SCHOOLS LTD",,"Nikis 2, Agios Athanasios, 4108 Lemesos, 3095, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
CYPF2982,,"PROVIDENT FUND FOR THE EMPLOYEES OF GUNVOR GROUP LTD",,"Leoforos Stasinoy Ar. 8, Photos Photiades Business Centre, Grafeio 401, 1060 Leykosia, 1066, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
CYPF2957,213800MFIUKFG54TUG87,"PROVIDENT FUND FOR THE EMPLOYEES OF I.E. MUHANNA & CO",,"71 Limassol Avenue, 3rd floor, 1355, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
CYPF628,549300FIL3ZWZRKQPE27,"PROVIDENT FUND FOR THE EMPLOYEES OF PHOTOS PHOTIADES BREWERIES LTD AND PHOTOS PHOTIADES GROUP LTD",,"12586, STASINOU AVENUE 8, 2251, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
CYPF2597,254900S4BKFIUAPPHJ93,"PROVIDENT FUND FOR THE EMPLOYEES OF RCB BANK LTD",,"2 AMATHOUNTOS STREET, 3310, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
CYPF1910,2138004RCOJNRP7NON98,"PROVIDENT FUND FOR THE EMPLOYEES OF SMT SHIPPING (CYPRUS) LIMITED",,"33 Michalis Zavos Street, 4107, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
CYPF1761,,"PROVIDENT FUND FOR THE EMPLOYEES OF TSYS CARD TECH SERVICES LIMITED",,"4 VIRGINAS STREET  ANNEX 4  SHACOLAS EMPORIUM PARK STR, 2025, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
