CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,TIPO DE FONDO DE PENSION,PROMOTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
NL002270857B015,549300CT8FEJ1IUK9C94,"STICHTING PENSIOENFONDS ABP",,"Coriovallumstraat 46, 6411C, HEERLEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
NL1001335288,724500GIF6VO6KN5Z257,"Stichting Pensioenfonds Achmea",,"Laan van Malkenschoten 20, 7333N, APELDOORN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
NL0999049,724500ZKCJ34UP47MW77,"Stichting Pensioenfonds Alliance",,"Stroombaan 14, 1181V, AMSTELVEEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
NL1001072961,7245002MPZ96TA7L0U15,"STICHTING PENSIOENFONDS APF",,"Spoorlaan 298, 5017J, TILBURG",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
NL1001072730,724500D1LHZCZTZWVY04,"Stichting Pensioenfonds AT&T Nederland",,"Wilhelmina van Pruisenweg 104, 2595A, 'S-GRAVENHAGE",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
NL1001352066,549300FFM14UPBC7U358,"Stichting Pensioenfonds Atos",,"Burgemeester Rijnderslaan 30, 1185M, AMSTELVEEN",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
NL4152132,724500JKF3BOH39ROZ31,"Stichting Pensioenfonds Avebe",,"Prins Hendrikplein 20, 9641G, VEENDAM",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
NL0390141,724500Q2TS4WS5GI0Y07,"Stichting Pensioenfonds Avery Dennison",,"Willem Einthovenstraat 11, 2342B, OEGSTGEEST",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
NL5112604,U1UHK208YXBBWSMKIF54,"Stichting Pensioenfonds British American Tobacco",,"Handelsweg 53 A, 1181Z, AMSTELVEEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
NL1001358945,549300KC3I5R4T7J1P44,"Stichting Pensioenfonds Campina",,"Houttuinlaan 4, 3447G, WOERDEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
NL3826632,724500OUL91AYS8OWT30,"Stichting Pensioenfonds Capgemini Nederland",,"Reykjavikplein 1, 3543K, UTRECHT",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
NL1548153,ZB67P3V8ZDW1X6C2PC66,"STICHTING PENSIOENFONDS CARGILL B.V.",,"Evert van de Beekstraat 378, 1118C, SCHIPHOL",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
NL1744271,724500EAL3IZ886MNH44,"Stichting Pensioenfonds Citigroup Nederland",,"Schiphol Boulevard 257  Trn D Fl 8, 1118B, SCHIPHOL",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
NL5407985,724500YY9RT1O9D65P19,"Stichting Pensioenfonds Coram",,"Edvard Munchweg 107  2e etage, 1328M, ALMERE",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
NL1001072969,72450086Q8YLZRI3K519,"Stichting Pensioenfonds Delta Lloyd",,"Spaklerweg 4, 1096B, AMSTERDAM",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
NL6790719,724500KE6QR4NZH9KU43,"Stichting Pensioenfonds DHL Nederland",,"Reactorweg 25, 3542A, UTRECHT",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
NL1001335959,IW6U7MSNP42O5K5M6380,"Stichting Pensioenfonds DSM Nederland",,"Het Overloon 1, 6411T, HEERLEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
NL1001335218,724500D2Q9Q34EO2MY28,"Stichting Pensioenfonds Ecolab",,"Oude Rhijnhofweg 17, 2342 , OEGSTGEEST",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
NL1001357441,549300Y1MNKRB55F0335,"Stichting Pensioenfonds Essity",,"Arnhemse Bovenweg 120, 3708A, ZEIST",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
NL002865622B014,724500DR17T92E47YT02,"Stichting Pensioenfonds F. van Lanschot",,"Hooge Steenweg 29, 5211J, 'S-HERTOGENBOSCH",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
NL1001335604,724500JNFUCKIF073W43,"Stichting Pensioenfonds Flexsecurity",,"Diemermere 25, 1112T, DIEMEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
NL7209056,7245000EYJI3DPJ34B06,"Stichting Pensioenfonds Fluor Nederland",,"Taurusavenue 155, 2132L, HOOFDDORP",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
NL1216205,A9N92MHJZZF96CEYLH48,"STICHTING PENSIOENFONDS FORBO",,"Industrieweg 12, 1566J, ASSENDELFT",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
NL5748360,35KMR27T8BNUOZCFLU31,"Stichting Pensioenfonds Gasunie",,"Concourslaan 17, 9727K, GRONINGEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
NL2125571,724500H2X0CMH9SE1539,"Stichting Pensioenfonds Gazelle",,"Rondebeltweg 31, 1329B, ALMERE",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
NL2111480,724500LDDXDAS32H9N50,"Stichting Pensioenfonds Geveke",,"Rondebeltweg 31, 1329B, ALMERE",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
NL3349572,724500KQVL61OOKKSV35,"Stichting Pensioenfonds Gomacon B.V.",,"Emmalaan 35, 7204A, ZUTPHEN",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
NL1001335970,724500GM1LK5IQ2CKQ92,"Stichting Pensioenfonds Hal",,"Weena 696, 3012C, ROTTERDAM",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
NL6457661,7245007AFNR4LGNO9Z88,"STICHTING PENSIOENFONDS HASKONINGDHV",,"Laan 1914 35, 3818E, AMERSFOORT",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
NL1001361759,724500IJF42SRSUD7P28,"Stichting Pensioenfonds Honeywell",,"Stationsplein-ZW 961  Tristar I, 1117C, SCHIPHOL",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
NL1001354658,680BQC8QTR6VFH4U8N23,"Stichting Pensioenfonds Hoogovens",,"Wijckermolen 202, 1941J, BEVERWIJK",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
NL1976513,2EZ76Z04XLEOXHY34D24,"Stichting Pensioenfonds Horeca & Catering",,"Houtsingel 25, 2719E, ZOETERMEER",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
NL8339836,724500K2S047B67DTU63,"Stichting Pensioenfonds Huntsman Rozenburg",,"Merseyweg 10, 3197K, BOTLEK ROTTERDAM",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
NL5499307,S3RXZQFVSXBO5HY7RR92,"Stichting Pensioenfonds IBM Nederland",,"Van Heuven Goedhartlaan 121, 1181K, AMSTELVEEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
NL3165775,549300XSSPGPFC9HU285,"STICHTING PENSIOENFONDS ING",,"Bijlmerdreef 24  Gebouw Acanthus A 14.007, 1102C, AMSTERDAM",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
NL1001319083,724500G4BY32WOSPXL55,"Stichting Pensioenfonds KLM-Cabinepersoneel",,"Prof. E.M. Meijerslaan 1, 1183A, AMSTELVEEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
NL3275242,7245009PMEWOX5ZS3T82,"Stichting Pensioenfonds Koninklijke Cosun",,"Van de Reijtstraat 15, 4814N, BREDA",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
NL8531015,724500DDF8E7OSRAVS64,"STICHTING PENSIOENFONDS KPN",,"Stationsstraat 115, 3811M, AMERSFOORT",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
NL4638445,724500XRXPXBXCBCQQ59,"Stichting Pensioenfonds Lloyd's Register Nederland",,"George Hintzenweg 77, 3068A, ROTTERDAM",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
NL1001335974,549300JZHIVLGVO20P13,"Stichting Pensioenfonds Medewerkers Apotheken",,"Neuhuyskade 92, 2596X, 'S-GRAVENHAGE",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
NL10002161,KYHI0ZH55WJMAGCUM377,"Stichting Pensioenfonds Medisch Specialisten",,"Driebergseweg 17, 3708J, ZEIST",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
NL2381361,549300CJO3RNM4SVOM75,"Stichting Pensioenfonds Mercer",,"Startbaan 6, 1185X, AMSTELVEEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
NL5275247,OXKGMOQXUUQHQBNHWH53,"STICHTING PENSIOENFONDS METAAL EN TECHNIEK",,"Prinses Beatrixlaan 15, 2595A, 'S-GRAVENHAGE",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
NL3047236,549300ZXIT0NX6V1OH70,"Stichting Pensioenfonds MSD",,"Waarderweg 39, 2031B, HAARLEM",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
NL1001357403,724500KU2OLDPAZT2370,"Stichting Pensioenfonds Notariaat",,"Europaweg 27, 9723A, GRONINGEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
